"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_KD"	"Conc_WT"	"Fold"	"p.value"	"FDR"
"chr3"	5347058	5347458	401	"*"	6.96048028498132	6.47359892045935	7.32385780745894	-0.801210104337995	4.96793399079158e-05	0.00016541918881511
"chr1"	222638630	222639030	401	"*"	8.89968865522524	8.67756348683292	9.09213326096526	-0.404481051895358	4.96866610094335e-05	0.000165423959200997
"chr16"	75498613	75499013	401	"*"	9.19489449142169	8.99855177941629	9.36768889270359	-0.357874052430192	4.96932761977532e-05	0.000165426378507345
"chr5"	148414853	148415253	401	"*"	7.65585507575478	7.28978387445382	7.94758526394492	-0.628325048895194	4.97005253112653e-05	0.00016543090729495
"chr12"	3316989	3317389	401	"*"	5.65083114194613	4.8320161841842	6.16996296080519	-1.1574462592081	4.97301868477659e-05	0.000165510027143027
"chrX"	67403640	67404040	401	"*"	7.33333277599144	6.92598268998072	7.65062868379571	-0.693028273320272	4.97604982532784e-05	0.000165591290858724
"chrX"	148593769	148594169	401	"*"	7.64909104138459	7.28586824244791	7.93901287186323	-0.62726012149942	4.97771204733183e-05	0.000165625315309736
"chr1"	110659063	110659463	401	"*"	9.11104068383528	8.90934686616261	9.2879645646108	-0.370765894846061	4.97825138815866e-05	0.000165625315309736
"chr10"	78063491	78063891	401	"*"	6.6407608794614	6.08797003263599	7.03943945818378	-0.882579963496435	4.98178943356979e-05	0.000165723399120517
"chr5"	68561780	68562180	401	"*"	5.8953412333372	5.10518888590932	6.40297552824532	-1.13598800634433	4.98896802484528e-05	0.000165942551174495
"chr16"	84001600	84002000	401	"*"	6.62676525048124	6.07000242161755	7.02749348149884	-0.886993050161566	4.99197165181118e-05	0.000166022800537861
"chr6"	126492022	126492422	401	"*"	6.59352278652494	6.02321825013061	7.00117507515945	-0.904652185421818	4.9984095517658e-05	0.000166217234301322
"chr3"	150583056	150583456	401	"*"	5.7174626976389	4.91578341460738	6.22975934815133	-1.13922909305788	4.99991549183943e-05	0.000166247633935667
"chr7"	44605105	44605505	401	"*"	8.21729242996976	7.91820230726146	8.4648981672689	-0.526568129513315	5.00695985085848e-05	0.000166462157503156
"chr6"	53599817	53600217	401	"*"	6.01479675048259	5.30528355231589	6.4882964465115	-1.05334217994827	5.01395429843415e-05	0.000166674971134671
"chr2"	28789598	28789998	401	"*"	9.13176209759396	8.93354175500123	9.30600856920128	-0.36373671837581	5.01579407388447e-05	0.000166716401937573
"chr5"	73937839	73938239	401	"*"	5.60495320330444	4.76630899774718	6.13185452082137	-1.17207873055527	5.02174250045394e-05	0.000166894371306344
"chr16"	31870664	31871064	401	"*"	7.13725701504284	6.69085499091134	7.47768165869941	-0.747778570384963	5.02303504597363e-05	0.000166917581673216
"chr6"	27720019	27720419	401	"*"	8.09680738065343	7.77439752024	8.36016287415109	-0.559692207708224	5.02694099278493e-05	0.000167027620710002
"chr7"	76067185	76067585	401	"*"	6.91482650233174	6.40987141880431	7.28813247208569	-0.816457310842278	5.03139033140597e-05	0.000167155686589626
"chr1"	53743869	53744269	401	"*"	7.78231903363822	7.43847688077281	8.05978004305477	-0.599067723744107	5.04336835347046e-05	0.000167533814773614
"chr16"	1862606	1863006	401	"*"	6.37635114080461	5.75507953976533	6.80920616297406	-0.962170212023155	5.04571090750312e-05	0.000167591814287639
"chr20"	24130626	24131026	401	"*"	6.83366487164268	6.27341142992538	7.23618731065342	-0.882222103808774	5.0474691143101e-05	0.000167630393460591
"chr10"	21567633	21568033	401	"*"	7.48449554285341	7.09219419036856	7.79260794871512	-0.670769894797222	5.05125109903457e-05	0.000167736166814631
"chr7"	32244017	32244417	401	"*"	6.01105261370126	5.28918385162152	6.4899606939563	-1.06740002138009	5.05211608150686e-05	0.000167745062141321
"chr9"	123111125	123111525	401	"*"	7.01316697472283	6.53397671684255	7.37226060853666	-0.790800758805006	5.05394391398999e-05	0.000167785921030159
"chr1"	90098359	90098759	401	"*"	6.1948604212772	5.53423810568309	6.6462900967524	-1.00224388834684	5.05915792346687e-05	0.000167939174694499
"chr13"	45148309	45148709	401	"*"	6.34872413450188	5.72062733522579	6.78485461100679	-0.967773607565692	5.08597740643912e-05	0.000168809502928987
"chr12"	103276968	103277368	401	"*"	7.5204645862884	7.14108297803874	7.82056834247905	-0.653449622172348	5.08690440561558e-05	0.000168820325418734
"chr19"	49496395	49496795	401	"*"	8.5772563013712	8.32251210874635	8.79369783914793	-0.459084633380199	5.08837763770157e-05	0.000168849271174049
"chr2"	206640763	206641163	401	"*"	6.64904366595559	6.09680425234853	7.04743701282714	-0.879315533496	5.09071013395562e-05	0.000168906719963642
"chr22"	28143626	28144026	401	"*"	6.00461176020936	5.27329399066782	6.48761130631506	-1.07706411895099	5.092634592693e-05	0.000168950618342613
"chr5"	176744851	176745251	401	"*"	8.77023444774173	8.52943404025485	8.97653299872499	-0.438918314564508	5.09340652787553e-05	0.000168956275342552
"chr9"	87582053	87582453	401	"*"	5.56478737280468	4.72016788539179	6.09400097389552	-1.17968915717609	5.09563785178958e-05	0.000169010335502154
"chr17"	40669458	40669858	401	"*"	8.54849865296498	8.27788788521605	8.7762785047706	-0.489407600169921	5.09626061833638e-05	0.000169011037127758
"chr8"	145704323	145704723	401	"*"	7.55807250981767	7.16219450613112	7.86838157212274	-0.673468993145164	5.09700348000403e-05	0.000169015720920389
"chr18"	66669447	66669847	401	"*"	5.99410010245588	5.27352885962386	6.47244334421747	-1.06555435204056	5.09949971545361e-05	0.000169073596991834
"chr16"	48865226	48865626	401	"*"	6.15392095082741	5.46673159814044	6.61747789222768	-1.02614049830113	5.09995251809632e-05	0.000169073596991834
"chr14"	105881210	105881610	401	"*"	5.78694413119125	4.99428776618431	6.2955956925122	-1.13379879603564	5.10365108258055e-05	0.000169176247625882
"chr6"	33712133	33712533	401	"*"	8.54550829031688	8.28392586434312	8.76686268776388	-0.469862943721898	5.10603471399704e-05	0.000169235291670975
"chr7"	116624850	116625250	401	"*"	7.1238714080472	6.66711714615754	7.47026255954469	-0.754364743336477	5.10857769821598e-05	0.000169299602779263
"chr11"	101718989	101719389	401	"*"	5.69809707780645	4.89547120795907	6.21077428077905	-1.14143702386071	5.1159240134559e-05	0.00016952306358813
"chr3"	149489441	149489841	401	"*"	7.59781536650162	7.22162670821691	7.89592189356815	-0.649871010473235	5.12446292399545e-05	0.00016978598528577
"chr2"	220406237	220406637	401	"*"	8.89237935536472	8.65954149838267	9.0928091771629	-0.418210309796947	5.12646705091289e-05	0.000169832357147755
"chr3"	172207903	172208303	401	"*"	6.70603652118846	6.16702909944637	7.09753562391784	-0.861913623946196	5.13175475713075e-05	0.000169987485428693
"chr4"	54572579	54572979	401	"*"	6.89488276352202	6.38097796853614	7.27303436271557	-0.827256382605057	5.13747347601875e-05	0.000170156852584054
"chr17"	1768732	1769132	401	"*"	7.46602584104785	7.07901419847121	7.77087331553411	-0.659665275579585	5.14278079351986e-05	0.000170312555502008
"chr3"	23930086	23930486	401	"*"	8.18746775755533	7.88754964146337	8.43564005381967	-0.527471345493225	5.15109457452494e-05	0.000170567774495673
"chr6"	33165252	33165652	401	"*"	7.36000217823262	6.95571587249803	7.67544088820405	-0.685761538061662	5.15313779688381e-05	0.000170615321305665
"chr7"	34205559	34205959	401	"*"	6.49081647049752	5.89496243703365	6.91126905618928	-0.931722786202975	5.15769914550033e-05	0.000170746219767312
"chr2"	68478181	68478581	401	"*"	7.23229579631031	6.8050189804092	7.56151794889319	-0.71567122435617	5.16262458661021e-05	0.000170889139285543
"chr12"	96392419	96392819	401	"*"	6.96637594564013	6.45952179877664	7.34071400016193	-0.816539789771983	5.1678359794074e-05	0.000171022639886417
"chr1"	169778757	169779157	401	"*"	6.54531843286901	5.94567624203013	6.96764014131597	-0.941462580177907	5.1678752358089e-05	0.000171022639886417
"chr7"	123177118	123177518	401	"*"	6.65568381265285	6.10576059052315	7.05287728802449	-0.878690722095324	5.17004036726456e-05	0.000171074139031288
"chrX"	70473090	70473490	401	"*"	5.63541513577076	4.81048057054003	6.15696062157457	-1.15946361957569	5.17211630412374e-05	0.000171122674987337
"chr5"	137515862	137516262	401	"*"	6.4554540744165	5.84250632510955	6.88428322532463	-0.946463137380032	5.17537665571837e-05	0.000171210381993754
"chr10"	16870117	16870517	401	"*"	6.64704549775311	6.09711391573162	7.04424330911413	-0.877448811181626	5.18315098093812e-05	0.000171447380793
"chr5"	112232163	112232563	401	"*"	6.03936712821214	5.33575462524792	6.51026030147166	-1.0461795232063	5.18467799060546e-05	0.000171477700482787
"chr4"	76498597	76498997	401	"*"	8.10025065122367	7.7940470217338	8.35270605080589	-0.539086442283932	5.1892022197385e-05	0.000171607131205549
"chr2"	177518585	177518985	401	"*"	7.55638952402037	7.18387649068494	7.85218798191194	-0.640207617599254	5.19123675683779e-05	0.000171651464554582
"chr10"	118047412	118047812	401	"*"	7.42294806652115	7.02812329832246	7.73261118053589	-0.669904379788552	5.1917648322368e-05	0.000171651464554582
"chr7"	106808090	106808490	401	"*"	5.71821244212463	4.91548244151083	6.230931486999	-1.14455919329336	5.19671089317362e-05	0.000171794774207962
"chr9"	104227590	104227990	401	"*"	5.75313137236193	4.95634997310004	6.26345334207252	-1.13450990919455	5.21307193677694e-05	0.000172315366419431
"chr18"	35065263	35065663	401	"*"	8.31882091289506	8.0375840516785	8.55407590064087	-0.501892746552079	5.22409983899087e-05	0.000172659572678554
"chr14"	23442764	23443164	401	"*"	7.15632560084904	6.71438159554627	7.49415997795612	-0.735962390071257	5.22563091558192e-05	0.000172689859206497
"chr3"	153970818	153971218	401	"*"	7.44502232184939	7.05616218229145	7.75101293293944	-0.666564528466963	5.22754165093867e-05	0.000172732683603646
"chr2"	55298133	55298533	401	"*"	5.63988904227186	4.81037265681629	6.16323235170151	-1.16999078175031	5.24442677378439e-05	0.000173270235629689
"chr16"	80031138	80031538	401	"*"	6.5340728212405	5.93551678175789	6.95585935865043	-0.930331395364407	5.24809564046929e-05	0.000173358340143249
"chr14"	45382828	45383228	401	"*"	7.03851339103884	6.5735049614753	7.38961379135427	-0.76822008175373	5.24832763648714e-05	0.000173358340143249
"chr3"	136110438	136110838	401	"*"	7.12527521885166	6.67303639589767	7.46907219495615	-0.748458225250947	5.25599699691884e-05	0.000173579015078791
"chr15"	90316253	90316653	401	"*"	6.50688817085295	5.9158837250215	6.92493718032544	-0.930239802836996	5.2566654897105e-05	0.000173579015078791
"chr1"	167684661	167685061	401	"*"	7.49412320698856	7.11034948777185	7.79696257896174	-0.654088600613939	5.25686206631671e-05	0.000173579015078791
"chr17"	40315053	40315453	401	"*"	7.81053796260991	7.47001564324554	8.08583669860812	-0.591508118884626	5.26088703139636e-05	0.00017367934496585
"chr6"	146362394	146362794	401	"*"	5.70091566288568	4.89526772111876	6.21480547768714	-1.14807437774422	5.26113702936456e-05	0.00017367934496585
"chr1"	110036408	110036808	401	"*"	8.82877773404932	8.5959813571661	9.02917683564444	-0.42110770954949	5.2667560400395e-05	0.000173844410096146
"chr11"	2421433	2421833	401	"*"	8.6820339511679	8.43334252925126	8.89409337221018	-0.451408000196252	5.26866155887893e-05	0.000173886876378743
"chr16"	82673317	82673717	401	"*"	7.33843922313694	6.92595778795997	7.65883150298211	-0.702933662978016	5.27022506644016e-05	0.000173918046272176
"chr3"	5268433	5268833	401	"*"	6.12518633991569	5.43886087049634	6.58835402601845	-1.02759194796207	5.29709719459869e-05	0.000174784298200447
"chrX"	113172239	113172639	401	"*"	7.9388517305461	7.60222251751562	8.21160431096434	-0.581724971048915	5.30382076332874e-05	0.000174985598008449
"chr2"	231766816	231767216	401	"*"	7.11849365881666	6.34420494538828	7.61962518552359	-1.11346924898557	5.30737452419614e-05	0.000175070895720352
"chr21"	27254073	27254473	401	"*"	8.1748459174763	7.87178167057496	8.42516598662589	-0.533381994246269	5.30765250720904e-05	0.000175070895720352
"chr5"	72792751	72793151	401	"*"	5.96803688318001	5.24169984278229	6.44888453599799	-1.06664909948632	5.31533736935099e-05	0.00017530379515987
"chr12"	3886379	3886779	401	"*"	6.92079424548222	6.43133465585563	7.28559988706458	-0.80224097104573	5.32031478675512e-05	0.000175443001271164
"chr17"	15429863	15430263	401	"*"	6.35972171046868	5.72056991199774	6.80110921147474	-0.985117784326361	5.32080721471653e-05	0.000175443001271164
"chr11"	106026913	106027313	401	"*"	6.06045854703571	5.3658891545348	6.52732710980002	-1.03717532429737	5.32414349500368e-05	0.000175532406061657
"chr3"	41492329	41492729	401	"*"	6.09618446507268	5.41001385959242	6.55928233561964	-1.02761642551119	5.32491980086043e-05	0.00017553739963104
"chr12"	130511118	130511518	401	"*"	7.72866658403123	7.36563213121881	8.01846863378395	-0.627760911660187	5.33194626448321e-05	0.000175748405969878
"chr6"	127837818	127838218	401	"*"	8.31859183418482	8.03072011786131	8.55846699294308	-0.514155399850039	5.33359875113342e-05	0.000175782249783659
"chr6"	53016458	53016858	401	"*"	5.95852934890623	5.22535619620613	6.44232778722865	-1.07242976727628	5.3368673881017e-05	0.000175869343734828
"chr3"	20553252	20553652	401	"*"	6.4455947246566	5.83233508147203	6.87457534709439	-0.945228006397586	5.33935190868435e-05	0.000175930580777234
"chr19"	14582982	14583382	401	"*"	8.54571993800079	8.28364409767149	8.76742727954451	-0.467142452568391	5.34111309909544e-05	0.000175967972666692
"chr17"	10657411	10657811	401	"*"	5.84454212288152	5.08801454606894	6.33827213450961	-1.09733106612016	5.34325651599911e-05	0.000176017947120032
"chr4"	75186151	75186551	401	"*"	6.04966582444666	5.27407673853665	6.55133419935691	-1.10742696439974	5.34592235257652e-05	0.000176085117424003
"chrX"	151985637	151986037	401	"*"	6.5880698510825	6.02368375041564	6.99270804217621	-0.893784847538938	5.37136208904517e-05	0.000176902315553981
"chr3"	184002561	184002961	401	"*"	5.96717515401973	5.24209993516565	6.44747595285537	-1.07072973253531	5.37785070188657e-05	0.000177095252336302
"chr8"	95625081	95625481	401	"*"	6.48996865020727	5.90551152075929	6.90475339744781	-0.918100975199218	5.38241769009758e-05	0.000177224871270407
"chr10"	4857404	4857804	401	"*"	6.6962946115837	6.15848865765235	7.08716293483624	-0.861271290505662	5.38914671039169e-05	0.000177425639909802
"chr7"	101458728	101459128	401	"*"	6.27109565529861	5.62425162522635	6.71610621100575	-0.984146075163728	5.39060681520507e-05	0.000177452914529595
"chr3"	59299048	59299448	401	"*"	6.89786650297758	6.37398276471387	7.28136673036411	-0.842245380437722	5.3991005085147e-05	0.000177711693714943
"chr6"	152527558	152527958	401	"*"	6.35277520119769	5.73195619778512	6.78541220680937	-0.956626161579406	5.40007352618063e-05	0.000177722897810441
"chr6"	37019212	37019612	401	"*"	7.12767127037595	6.67872457328009	7.46956879917736	-0.746908985716451	5.40739707161434e-05	0.000177943078286121
"chr9"	99215881	99216281	401	"*"	6.33445051580209	5.68427264157222	6.78102251968244	-0.991765453742038	5.408815713651e-05	0.000177956375097547
"chr4"	90479307	90479707	401	"*"	6.28535290962327	5.62455853784719	6.7368621774615	-0.998297978265276	5.40906804883051e-05	0.000177956375097547
"chr16"	74141674	74142074	401	"*"	7.5122985905103	7.1144868669898	7.82379162315718	-0.67175201111765	5.42312494706359e-05	0.000178397949810138
"chr6"	25718367	25718767	401	"*"	6.89178408522336	6.39558694367095	7.26030311129076	-0.809925087239477	5.4257507742642e-05	0.000178462999096099
"chr7"	28101732	28102132	401	"*"	6.83602850613704	6.32842307919733	7.21077428077905	-0.82357248693627	5.42637289815568e-05	0.000178462999096099
"chr1"	160261092	160261492	401	"*"	7.77642786512104	7.42787334156801	8.05694407375261	-0.609219124926351	5.42865737289138e-05	0.000178517232326627
"chr6"	144426011	144426411	401	"*"	7.07822542443064	6.62403674753685	7.4231441842262	-0.7544386459602	5.43162913846896e-05	0.000178594051248839
"chr8"	117778396	117778796	401	"*"	6.7359590385819	6.17484883517453	7.13892085784662	-0.887151799670588	5.44162904588399e-05	0.000178901913149232
"chr11"	2996826	2997226	401	"*"	5.65363060494189	4.83233508147203	6.17374251792879	-1.15431944846645	5.44773192941541e-05	0.000179081597347376
"chr12"	109058563	109058963	401	"*"	7.48897859465809	7.09733506317547	7.79668603117199	-0.666988920312044	5.4506356888301e-05	0.000179156087991464
"chr3"	5021970	5022370	401	"*"	8.6925090807409	8.44915901128951	8.90067498980845	-0.437898237319112	5.4583770106889e-05	0.00017938954768517
"chr12"	14338809	14339209	401	"*"	7.30996436518345	6.89511508715123	7.63177951553469	-0.703450222180229	5.45989208054907e-05	0.000179418350940303
"chr1"	181394034	181394434	401	"*"	9.45420284431189	9.28193222551459	9.60807968968275	-0.317760057884441	5.46268540523294e-05	0.000179489147472759
"chr15"	99348914	99349314	401	"*"	6.23675885970815	5.58648599087429	6.68337527794175	-0.989663290738982	5.46526668736688e-05	0.000179552961113551
"chr1"	180447297	180447697	401	"*"	6.90160988974037	6.37394625529899	7.28712133222204	-0.854341684712087	5.4665428679888e-05	0.000179573887734342
"chr10"	46951224	46951624	401	"*"	8.96778675946629	8.74645165994901	9.15963833721222	-0.402395989279747	5.47386715084221e-05	0.00017979346412792
"chr5"	71906925	71907325	401	"*"	7.65952042580732	7.29328356675679	7.95135560523898	-0.62932380040013	5.49250105597135e-05	0.000180384419178633
"chr10"	52384926	52385326	401	"*"	5.57953673348177	4.74353593708328	6.1054108705183	-1.17120471150551	5.49498651192141e-05	0.000180444951583177
"chr12"	32824844	32825244	401	"*"	5.95002193116333	5.22535619620613	6.43014511859058	-1.06666637704759	5.4970493060428e-05	0.00018049159204612
"chr10"	17889617	17890017	401	"*"	4.93343882531426	3.80994092118363	5.55732473850916	-1.38004643048531	5.50348932655511e-05	0.000180681927837925
"chr15"	34027816	34028216	401	"*"	5.86865705928815	5.10545277772902	6.3651845796008	-1.10176133486614	5.50641218942739e-05	0.000180756762838962
"chr12"	6075010	6075410	401	"*"	8.17275530425651	7.87446897628022	8.41981051642125	-0.52687763244804	5.51293919927683e-05	0.000180949878403182
"chr15"	51573544	51573944	401	"*"	5.95019214871666	5.1916885384238	6.44475202441253	-1.09581903649733	5.52029047502879e-05	0.000181170000367972
"chr19"	58822098	58822498	401	"*"	5.59033701666548	4.74285756786961	6.12065266171897	-1.17725862441377	5.52147694750476e-05	0.00018118777232362
"chr2"	24149798	24150198	401	"*"	7.63376928716861	7.26972578767511	7.92421275245695	-0.629476309076064	5.52602899531374e-05	0.000181315968892022
"chr1"	217221649	217222049	401	"*"	5.82867687023964	5.07000242161755	6.32330841621841	-1.09987249732557	5.52826215905787e-05	0.000181368058898065
"chr15"	77411099	77411499	401	"*"	7.46681145223709	7.08353255377124	7.76934330125879	-0.657509731153246	5.53335299884867e-05	0.00018151387879105
"chr19"	37407170	37407570	401	"*"	5.94325290407612	5.20857963288838	6.42769619102162	-1.07688238980003	5.53414011726768e-05	0.000181518503577818
"chr13"	73413958	73414358	401	"*"	6.75659843880784	6.23375235626818	7.13954513385469	-0.843972117007953	5.53705712557694e-05	0.000181592979020351
"chr3"	46901747	46902147	401	"*"	5.741301702513	4.91598402846153	6.26299781812838	-1.16814935178552	5.54748145285561e-05	0.000181913617900166
"chr11"	20408582	20408982	401	"*"	8.25394732232565	7.95616708806519	8.5006556417816	-0.524904800517857	5.55572854750937e-05	0.000182162794217064
"chr15"	57834403	57834803	401	"*"	7.19401746817528	6.75477113795375	7.53027823968835	-0.729604695673902	5.57838341482177e-05	0.000182884263359304
"chr3"	127174385	127174785	401	"*"	8.41248774259222	8.13910726392904	8.64222505234141	-0.488296571372287	5.5828836916573e-05	0.000183010445215552
"chr2"	239481934	239482334	401	"*"	7.05231771331693	6.5729325664273	7.41152033872708	-0.787830190003414	5.58412375057878e-05	0.000183029738099416
"chr5"	37555020	37555420	401	"*"	6.2081719211391	5.49400690574478	6.68371567226971	-1.0479364042045	5.5874796874444e-05	0.000183118370111264
"chr16"	87428034	87428434	401	"*"	7.024758030907	6.55423068849879	7.37898364267907	-0.775279030813862	5.5928658079506e-05	0.000183273508856592
"chr2"	39062139	39062539	401	"*"	5.96294773094743	5.24161981098931	6.44162045942045	-1.06274966215364	5.59888078133577e-05	0.00018344921599028
"chr11"	103541969	103542369	401	"*"	5.66665978699774	4.85313028809767	6.18369541009298	-1.15005782614951	5.60993215431591e-05	0.000183789882228801
"chr7"	8229968	8230368	401	"*"	6.08600207454427	5.39569483856342	6.55096108837401	-1.03099306076236	5.61379316147828e-05	0.000183893912331526
"chr3"	42871863	42872263	401	"*"	7.35297837180113	6.95097403121906	7.6670296791434	-0.680638845537848	5.61441670902893e-05	0.000183893912331526
"chr2"	23574383	23574783	401	"*"	7.0841271209728	6.62437439810974	7.4322338804391	-0.762153784305719	5.61675839080164e-05	0.000183949164691992
"chr11"	13205135	13205535	401	"*"	6.02231957685923	5.32075106724635	6.49230626190634	-1.04522835685218	5.6264940917235e-05	0.000184246530503308
"chr4"	6332762	6333162	401	"*"	7.40727984010731	6.99952865757267	7.72481841552699	-0.684969725111802	5.63290694873699e-05	0.000184435029033646
"chr11"	127341531	127341931	401	"*"	5.75667486908336	4.975347316417	6.26070418001527	-1.11935459263133	5.67255030404828e-05	0.000185711403905871
"chr14"	56174034	56174434	401	"*"	6.39434717886176	5.77772771925229	6.8249564192121	-0.955621313234455	5.70179717634827e-05	0.000186647154597008
"chr5"	164636132	164636532	401	"*"	7.4251206826009	7.03268799197918	7.73331390744314	-0.667322070295153	5.70519565133519e-05	0.000186736643869229
"chr18"	32447539	32447939	401	"*"	6.34044448421418	5.70822453948342	6.77854260995804	-0.974525849355635	5.70675572834668e-05	0.000186765946733974
"chr18"	34902370	34902770	401	"*"	8.78925445930075	8.55410179864326	8.99139619349124	-0.429079194277431	5.71052371306635e-05	0.000186867492919246
"chr7"	128520099	128520499	401	"*"	7.41728813114571	7.0138733912097	7.73219735784473	-0.679066749225783	5.71831078634892e-05	0.000187100518193455
"chr5"	66053070	66053470	401	"*"	5.99944365319132	5.28949357198669	6.47313572398672	-1.05071328128873	5.72861906964304e-05	0.000187415972427486
"chr2"	132119305	132119705	401	"*"	6.05070671818617	5.35119732009413	6.51977833326629	-1.04557151392144	5.73517186495893e-05	0.000187608503961681
"chr6"	170190188	170190588	401	"*"	8.96329501195389	8.74909410098391	9.14976578928263	-0.389262189865654	5.73681184426227e-05	0.000187640301712493
"chr12"	12798371	12798771	401	"*"	5.71297643586304	4.9161846144232	6.22330261748243	-1.13674934303765	5.74230323712335e-05	0.000187787878691591
"chr7"	90712152	90712552	401	"*"	5.89589851797124	5.14065386294964	6.38908888295467	-1.09292976738907	5.74266068358474e-05	0.000187787878691591
"chr19"	42783903	42784303	401	"*"	8.11734378431715	7.8131093856683	8.36846067461987	-0.53481100492482	5.75128158834904e-05	0.000188047897650709
"chr8"	26558619	26559019	401	"*"	6.21531307723913	5.56079101997016	6.66391180561179	-0.994245814882385	5.75885841796208e-05	0.000188258385558575
"chr18"	20563179	20563579	401	"*"	5.871162274537	5.12355159904612	6.36112734408132	-1.09247779011602	5.75905942936103e-05	0.000188258385558575
"chr22"	26760380	26760780	401	"*"	7.08577145820149	6.63013503916111	7.43152158518817	-0.759868258151471	5.77259209600799e-05	0.000188678801341655
"chr17"	56668795	56669195	401	"*"	6.09047586684719	5.39511930587107	6.55769620755538	-1.03390490257911	5.77341748847972e-05	0.000188683826784389
"chr18"	19494677	19495077	401	"*"	7.15144862525318	6.7083403705711	7.4899606939563	-0.741638980979858	5.7859776383243e-05	0.000189072315683895
"chr6"	151983055	151983455	401	"*"	5.94704002990117	5.2090708777106	6.43289673975901	-1.08542601837379	5.78828629572459e-05	0.000189112155384273
"chr22"	17980724	17981124	401	"*"	6.99262010987989	6.51396457167975	7.35141458399637	-0.78585374761369	5.7885431393919e-05	0.000189112155384273
"chr8"	81003793	81004193	401	"*"	6.03298293077062	5.33590457460767	6.50097175784261	-1.04050816439099	5.78924924096747e-05	0.000189113231309883
"chr5"	105604914	105605314	401	"*"	5.85986181938911	5.10633206867421	6.35232976334687	-1.09512979864546	5.80090365828738e-05	0.000189451377130945
"chr16"	78958965	78959365	401	"*"	6.25802412831132	5.61160746718234	6.70283413687065	-0.990694227537677	5.80094951084037e-05	0.000189451377130945
"chr13"	47566520	47566920	401	"*"	5.98524938372193	5.27399848285793	6.45951375403417	-1.05287044783285	5.80361473358594e-05	0.000189516388132779
"chr10"	61968434	61968834	401	"*"	7.22668194523134	6.80504605989863	7.55255463437792	-0.710488404223462	5.80500530866668e-05	0.000189539765383976
"chr1"	29208523	29208923	401	"*"	8.42302348279163	8.1540186947439	8.64966538627685	-0.48076663066292	5.81795257077391e-05	0.000189922704020244
"chr20"	52486326	52486726	401	"*"	7.2407923141404	6.82139566101853	7.56532959306827	-0.706130168112472	5.81808561135591e-05	0.000189922704020244
"chr12"	56660418	56660818	401	"*"	6.43220018262076	5.80988694514406	6.86555657692374	-0.956718408977276	5.83132388872728e-05	0.000190332731504607
"chr8"	37559142	37559542	401	"*"	6.18714126665054	5.52084205769757	6.64118973605314	-1.00320113645882	5.84787875577882e-05	0.000190850903678084
"chr9"	139664370	139664770	401	"*"	6.29378238023733	5.66063486853051	6.73232201682345	-0.970482570883017	5.86234101328671e-05	0.000191300669167457
"chr2"	162107345	162107745	401	"*"	6.5820695649781	6.01377966798925	6.98869794697484	-0.894674969410477	5.86359250467689e-05	0.000191319284824492
"chr3"	45802601	45803001	401	"*"	7.71332369701376	7.35845123110353	7.99791036190854	-0.610659486817217	5.86596517081877e-05	0.000191374473979574
"chr20"	3730379	3730779	401	"*"	7.28187978432982	6.86925771242324	7.60235667927727	-0.696407013057671	5.86973715503492e-05	0.000191475297139336
"chr8"	126444257	126444657	401	"*"	7.97609777834128	7.65787765126399	8.23665490052987	-0.5569254967099	5.87285394501037e-05	0.000191554726433503
"chr3"	15599066	15599466	401	"*"	7.28331035685933	6.86923181177339	7.60466277312331	-0.702328749761456	5.87784804985734e-05	0.000191695362508292
"chr7"	51135363	51135763	401	"*"	7.09936075531074	6.64891055797993	7.44212660187503	-0.751146322521509	5.89362686473441e-05	0.000192187648881003
"chr16"	71455928	71456328	401	"*"	6.93296781338831	6.44572287966712	7.2965469628179	-0.800590426224864	5.89443818581312e-05	0.000192191796604048
"chr2"	225987565	225987965	401	"*"	6.44050141061219	5.84266462738429	6.86193322320016	-0.929994311177355	5.9019949959474e-05	0.000192415858676048
"chr3"	36885135	36885535	401	"*"	6.98288631050293	6.50101339426869	7.34347820548245	-0.787508746140359	5.91277901029732e-05	0.000192745069315714
"chr7"	133701439	133701839	401	"*"	6.77508918418617	6.25782084197117	7.15504996969321	-0.835490083093087	5.93232280519533e-05	0.000193359722202521
"chr15"	101628943	101629343	401	"*"	9.26589955998276	9.07880142405933	9.43149548003363	-0.344681645339436	5.93930492923268e-05	0.000193564841504563
"chr3"	120226031	120226431	401	"*"	7.2043385000015	6.77714806827335	7.53350951667339	-0.718064148775608	5.94973723987672e-05	0.00019388234344027
"chr3"	172179310	172179710	401	"*"	7.36088452323087	6.96073391859933	7.67380618369467	-0.682934048251103	5.98171921403075e-05	0.000194901922848255
"chr8"	57114739	57115139	401	"*"	6.83880572570752	6.32022063296189	7.21947300135327	-0.839098890986926	5.9845277719027e-05	0.000194970820707483
"chr5"	51652145	51652545	401	"*"	7.15625156511079	6.72019660529351	7.49064471959374	-0.728444145756406	6.01305483553099e-05	0.0001958774924566
"chr1"	211308689	211309089	401	"*"	6.44610569486614	5.85333980547631	6.86502911744556	-0.925267639153282	6.01546967449865e-05	0.000195920959890406
"chr17"	25524530	25524930	401	"*"	6.50577022702732	5.91543227322305	6.92348796064502	-0.920546368138307	6.01578400318458e-05	0.000195920959890406
"chr1"	10010343	10010743	401	"*"	7.46269932269741	7.07903659395236	7.76546973079701	-0.659124253208237	6.02726218027398e-05	0.000196272025536614
